中文,英文,例句（中英文）,分类,出处,道次第补充目录,页码/日期/题目,备注,,,
套牢,trapped,"当我们有了某种强烈的需求时，往往把这种需求的重要性放大，以为它是必须的，结果就被套牢了。When having a certain strong desire, we tend to strengthen its importance and regard such demand as indispensable. Eventually, we end up being trapped.",菩提书院,智慧人生,,3/9/2019,,,,
世界观,word views,"作为人类的教育，更应该重视正确价值观和世界观的建立。As to human's teachings, more importance should be attached to the establishment of right values and world views.",菩提书院,智慧人生,,3/10/2019,,,,
休息,rest,"现代人不是没有时间休息，而是没有能力休息。Often it is not the time, but the ability to rest that they lack for people today.",菩提书院,智慧人生,,3/11/2019,,,,
偏执,bias,远离偏执，接纳现实，才能随缘自在。Only by staying away from bias and accepting reality can one live a free life under all conditions.,菩提书院,智慧人生,,3/13/2019,,,,
增值,appreciation,"佛教认为，财富享受掉就没了，保存着也未必属于你。唯有用于利益大众事业，才会长久属于你，并不断增值。Yet from Buddhist point of view, assets will be gone once consumed and may not necessarily be yours even if saved. Only when you make good use of the assets to benefit the people,will they belong to you perpetually with ever-appreciating value.",菩提书院,智慧人生,,3/14/2019,,,,
福报减少,blessings on the decrease,因为挥霍无度，人类的福报正在逐渐减少。Human blessings are gradually decreasing because of their immoderate consumption。,菩提书院,智慧人生,,3/15/2019,,,,
菩萨,bodhisattva,菩萨平等看待众生，即使对恶人恶事，依然保有慈悲之心。Bodhisattva treats all sentient beings equally and is compassionate even to the wicked.,菩提书院,智慧人生,,3/17/2019,,,,
我执,egocentrism,以自我为中心，会增长我执我见，带来贪嗔痴烦恼。Self-centeredness will increase one's egocentrism and self-view， bringing about such afflictions as greed and hatred.,菩提书院,智慧人生,,3/18/2019,,,,
过客,passer-by,南来北往的人群，谁不是过客。Of the crowds traveling from or to different places， is there any person who is not a passer-by？,菩提书院,智慧人生,,3/19/2019,,,,
贵贱,bobleness and humbleness,"行为决定人的贵贱，不是出身，不是学历，不是地位，不是外在的一切包装。It is one's behaviors that determine his nobleness and humbleness, rather than all his external packaging like origin, education and status.",菩提书院,智慧人生,,3/20/2019,,,,
拥有,possession,拥有，不能产生贪著，否则就会带来巨大的痛苦。More importantly，we should not develop greed for and attachment to what we have possessed or it would bring immense sufferings.,菩提书院,智慧人生,,3/21/2019,,,,
喧哗的,unquiet,在今天这个喧哗的时代，红尘滚滚，诱惑重重。This unquiet age is full of billowing hustle and bustle as well as temptations.,菩提书院,智慧人生,,3/22/2019,,,,
无明的,ignorance,无明创造的各种需求，使人欲罢不能，却又心力交瘁。Various demands created by ignorance make people addicted yet exhausted.,菩提书院,智慧人生,,4/15/2019,,,,
占有,possessiveness,"因为夹杂我执，我们在不知不觉中会把帮助演变为占有，把奉献演变为索取。With egocentrism, we tend to unconsciousl turn the help offered to others into possessiveness and turn the dedication to serving others into demands.",菩提书院,智慧人生,,4/17/2019,,,,
主宰,domination,"需求和执着，使许多无足轻重的东西变得无比重要，也是许多从未有过的东西变得必不可少，甚至主宰我们的一切。Due to our demands and attachment,many trivial things are becoming so essential, and many of the new things so indispensable that our life under their control.",菩提书院,智慧人生,,4/19/2019,,,,
价值,value,"有些人辛苦赚钱，既不能给自己带来幸福，也不能造福于社会，其价值何在？Some people work so hard to make money, which neither brings them happiness nor benefits the society. Whate is the value of doing so?",菩提书院,智慧人生,,4/22/2019,,,,
空虚,empty,有为老先生来访，说年轻是全身心投入工作，退休后精神空虚，生活无聊。A senior visitor once told us that he had fully devoted himself to work at a young age and since retirement.,菩提书院,智慧人生,,4/23/2019,,,,
我见,self-view,"我执我见太重的人，当他贡献越大的时候，由此带来的麻烦往往越多。For people with strong egocentrism and self-view, the bigger their contributions are, the more troubles they tend to cause.",菩提书院,智慧人生,,4/25/2019,,,,
人身,human form,我们的宝贵人身还剩下多少时间？如何才能有效使用？要知道，这可是人生最大的财富啊！How much time is still left with our precious human form？ How can we use it effectively？ Please bear in mind that human form is really the greatest wealth in life!,菩提书院,智慧人生,,4/28/2019,,,,
缘分,relations,"时间存在各种各样的缘分，这一切都不是偶然的，而是往昔生命留下的痕迹，也是众缘和合成就的机会。There exist various relations in the world, none of which come into being by accident.Instead, they are the traces left over by the past life, as well as the chances arising from the unification.",菩提书院,智慧人生,,4/30/2019,,,,
自私,selfishness,自私使人变得渺小，放弃自私，也就放弃了渺小。Selfishness makes a person small. Therefore giving up selfishness is also giving up smallness.,菩提书院,智慧人生,,5/6/2019,,,,
无常,Anicca,"What is ""Impermanence"" (Anicca)?什么是“无常”？",龙泉寺,LQI20190220,,"什么是”无常“？| What is ""Impermanence""(Anicca)?",学诚法师,,,
生,arise,"All phenomena in the universe exist in mutually dependent interrelationships, so that when this arises, that arises; when this ceases, that ceases.宇宙一切现象，都是此生彼生、此灭彼灭的相待的互存关系。",龙泉寺,LQI20190220,,"什么是”无常“？| What is ""Impermanence""(Anicca)?",学诚法师,,,
灭,cease,"All phenomena in the universe exist in mutually dependent interrelationships, so that when this arises, that arises; when this ceases, that ceases.宇宙一切现象，都是此生彼生、此灭彼灭的相待的互存关系。",龙泉寺,LQI20190220,,"什么是”无常“？| What is ""Impermanence""(Anicca)?",学诚法师,,,
恒常,permanent existence,There is no permanent existence at all.其间没有恒常的存在。,龙泉寺,LQI20190220,,"什么是”无常“？| What is ""Impermanence""(Anicca)?",学诚法师,,,
性质,in nature,"Therefore, all phenomena are impermanent in nature, arising and ceasing from instant (khana) to instant.所以任何现象，它的性质是无常的，表现为刹那刹那生灭的。",龙泉寺,LQI20190220,,"什么是”无常“？| What is ""Impermanence""(Anicca)?",学诚法师,,,
诸行无常,nature of impermanence,"This is what is meant by the ""nature of impermanence"" and ""extinction in every Khana"" mentioned in the eleven implications of Paticcasamppāda.佛经中说“诸行无常，是生灭法“，就是这个意思。",龙泉寺,LQI20190220,,"什么是”无常“？| What is ""Impermanence""(Anicca)?",学诚法师,,,
生灭法,extinction in every Khana,"This is what is meant by the ""nature of impermanence"" and ""extinction in every Khana"" mentioned in the eleven implications of Paticcasamppāda.佛经中说“诸行无常，是生灭法“，就是这个意思。",龙泉寺,LQI20190220,,"什么是”无常“？| What is ""Impermanence""(Anicca)?",学诚法师,,,
生,origination,the birth of a phenomenon is called origination. 一个现象的生起叫做“生”,龙泉寺,LQI20190220,,"什么是”无常“？| What is ""Impermanence""(Anicca)?",学诚法师,,,
住,maintenance,the moment when it exists and functions is called maintenance. 当它存在着作用的时候叫做“住”,龙泉寺,LQI20190220,,"什么是”无常“？| What is ""Impermanence""(Anicca)?",学诚法师,,,
异,destruction,the moment when it functions but begins to decay is called destruction. 虽有作用而同时在变异叫做“异”,龙泉寺,LQI20190220,,"什么是”无常“？| What is ""Impermanence""(Anicca)?",学诚法师,,,
灭,cessation,the perishing of a phenomenon is called cessation.现象的消灭叫做“灭”,龙泉寺,LQI20190220,,"什么是”无常“？| What is ""Impermanence""(Anicca)?",学诚法师,,,
刹那,khana,A khana is a very short moment.刹那是极短的时间。,龙泉寺,LQI20190220,,"什么是”无常“？| What is ""Impermanence""(Anicca)?",学诚法师,,,
刹那生灭,extinction in every Khana,"“Extinguishing in every khana"" means that origination, maintenance, destruction and cessation are all completed within one khana.刹那生灭，就是一刹那中具足生、住、异、灭。",龙泉寺,LQI20190220,,"什么是”无常“？| What is ""Impermanence""(Anicca)?",学诚法师,,,
刹那相续,a succession of khanas,The Buddhist answer is that a human being's life from birth to death is a process consisting of a succession of khanas.佛教把人的一生从生到死叫做一期，一期是由刹那刹那相续而有的。,龙泉寺,LQI20190220,,"什么是”无常“？| What is ""Impermanence""(Anicca)?",学诚法师,,,
